"filename", "language", "C#", "XML", "JSON", "YAML", "Markdown", "HTML", "C++", "CMake", "Swift", "Groovy", "Properties", "Dart", "Python", "comment", "blank", "total"
"d:\SIC-GP5\sic_home\lib\models\user.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 6, 28
"d:\SIC-GP5\sic_home\lib\models\user.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 4, 5, 28
"d:\SIC-GP5\sic_home\lib\repositories\authentication_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 5, 16
"d:\SIC-GP5\sic_home\lib\repositories\devices_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 9, 46
"d:\SIC-GP5\sic_home\lib\repositories\interfaces\i_devices_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 8, 20
"d:\SIC-GP5\sic_home\lib\repositories\interfaces\i_places_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 6, 16
"d:\SIC-GP5\sic_home\lib\repositories\interfaces\i_sections_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 7, 18
"d:\SIC-GP5\sic_home\lib\repositories\interfaces\i_users_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 5, 13
"d:\SIC-GP5\sic_home\lib\repositories\places_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 7, 36
"d:\SIC-GP5\sic_home\lib\repositories\sections_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 8, 41
"d:\SIC-GP5\sic_home\lib\repositories\users_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 6, 30
"d:\SIC-GP5\sic_home\lib\services\firebase_cloud_messaging.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 5, 8, 43
"d:\SIC-GP5\sic_home\lib\services\mqtt_client.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"d:\SIC-GP5\sic_home\lib\ui\routes\blocs\device_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 15, 18, 118
"d:\SIC-GP5\sic_home\lib\ui\routes\blocs\home_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 13, 100
"d:\SIC-GP5\sic_home\lib\ui\routes\blocs\login_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 1, 9, 109
"d:\SIC-GP5\sic_home\lib\ui\routes\blocs\place_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 14, 103
"d:\SIC-GP5\sic_home\lib\ui\routes\blocs\register_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 2, 7, 136
"d:\SIC-GP5\sic_home\lib\ui\routes\blocs\section_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 14, 103
"d:\SIC-GP5\sic_home\lib\ui\routes\blocs\startup_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 1, 12, 91
"d:\SIC-GP5\sic_home\lib\ui\routes\device.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 31, 8, 152
"d:\SIC-GP5\sic_home\lib\ui\routes\home.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 8, 218
"d:\SIC-GP5\sic_home\lib\ui\routes\login.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 7, 201
"d:\SIC-GP5\sic_home\lib\ui\routes\place.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 0, 10, 226
"d:\SIC-GP5\sic_home\lib\ui\routes\register.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 257, 0, 0, 7, 264
"d:\SIC-GP5\sic_home\lib\ui\routes\route_generator.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 7, 85
"d:\SIC-GP5\sic_home\lib\ui\routes\section.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 10, 306
"d:\SIC-GP5\sic_home\lib\ui\routes\startup.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 21
"d:\SIC-GP5\sic_home\lib\ui\styles\text_styles.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 3, 15
"d:\SIC-GP5\sic_home\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 5, 16
"d:\SIC-GP5\sic_home\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\SIC-GP5\sic_home\linux\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 25
"d:\SIC-GP5\sic_home\linux\main.cc", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\SIC-GP5\sic_home\linux\my_application.cc", "C++", 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 17, 26, 125
"d:\SIC-GP5\sic_home\linux\my_application.h", "C++", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 5, 19
"d:\SIC-GP5\sic_home\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 4, 19
"d:\SIC-GP5\sic_home\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 4, 13
"d:\SIC-GP5\sic_home\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"d:\SIC-GP5\sic_home\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"d:\SIC-GP5\sic_home\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 344
"d:\SIC-GP5\sic_home\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 16
"d:\SIC-GP5\sic_home\pubspec.yaml", "YAML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"d:\SIC-GP5\sic_home\web\index.html", "HTML", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 15, 5, 39
"d:\SIC-GP5\sic_home\web\manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\SIC-GP5\sic_home\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 5, 18
"d:\SIC-GP5\sic_home\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\SIC-GP5\sic_home\windows\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"d:\SIC-GP5\sic_home\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 7, 16, 72
"d:\SIC-GP5\sic_home\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\SIC-GP5\sic_home\windows\runner\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\SIC-GP5\sic_home\windows\runner\resource.h", "C++", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\SIC-GP5\sic_home\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 2, 10, 66
"d:\SIC-GP5\sic_home\windows\runner\utils.h", "C++", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\SIC-GP5\sic_home\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 24, 55, 289
"d:\SIC-GP5\sic_home\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 3352, 600, 856, 39, 6, 19, 549, 39, 58, 71, 8, 4221, 39, 395, 1787, 12039
